Rouge Type,Filename,ROUGE-1,ROUGE-1,ROUGE-1,ROUGE-2,ROUGE-2,ROUGE-2,ROUGE-3,ROUGE-3,ROUGE-3,ROUGE-4,ROUGE-4,ROUGE-4,ROUGE-L,ROUGE-L,ROUGE-L,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-S*,ROUGE-S*,ROUGE-S*,ROUGE-SU*,ROUGE-SU*,ROUGE-SU*
1920,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-1-sent-token-156-article_output,0.8093,0.78733,0.79816,0.67757,0.65909,0.6682,0.61972,0.60274,0.61111,0.58019,0.56422,0.57209,0.7814,0.76018,0.77064,0.54457,0.25578,0.34807,0.52423,0.49609,0.50977,0.52685,0.4987,0.51239
1921,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-1-sent-token-151-article_output,0.65766,0.82022,0.73,0.52036,0.64972,0.57789,0.48182,0.60227,0.53535,0.45662,0.57143,0.50761,0.63964,0.79775,0.71,0.44963,0.29452,0.35591,0.34772,0.54148,0.42349,0.35052,0.54463,0.42653
1922,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-1-sent-token-193-article_output,0.9,0.86957,0.88452,0.85427,0.82524,0.8395,0.82828,0.8,0.81389,0.80203,0.77451,0.78803,0.9,0.86957,0.88452,0.65427,0.32657,0.43568,0.54533,0.50898,0.52653,0.54883,0.51243,0.53001
1923,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-164-article_output,0.81757,0.86429,0.84028,0.76871,0.81295,0.79021,0.75342,0.7971,0.77464,0.73793,0.78102,0.75886,0.81081,0.85714,0.83333,0.62825,0.34032,0.44149,0.65793,0.73556,0.69458,0.66005,0.73736,0.69657
1924,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-160-article_output,0.73786,0.71698,0.72727,0.67647,0.65714,0.66666,0.67327,0.65385,0.66342,0.67,0.65049,0.6601,0.73786,0.71698,0.72727,0.59361,0.32023,0.41603,0.54445,0.51393,0.52875,0.54827,0.51781,0.5326
1925,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-luhn-sent-token-158-article_output,0.79412,0.66667,0.72484,0.631,0.52941,0.57576,0.57778,0.48447,0.52703,0.5316,0.44548,0.48474,0.77206,0.64815,0.7047,0.49974,0.19848,0.28412,0.62931,0.44326,0.52015,0.63051,0.44462,0.52149
1926,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-134-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1927,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-147-article_output,0.83206,0.50463,0.62824,0.59231,0.35814,0.44638,0.50388,0.30374,0.37901,0.42969,0.25822,0.32258,0.82443,0.5,0.62248,0.4853,0.14182,0.2195,0.57686,0.21154,0.30956,0.58068,0.21421,0.31297
1928,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-luhn-sent-token-115-article_output,0.89231,0.51327,0.65168,0.70312,0.40179,0.51137,0.5873,0.33333,0.42528,0.51613,0.29091,0.37209,0.84615,0.48673,0.61798,0.65391,0.18145,0.28407,0.76731,0.25221,0.37964,0.77099,0.25668,0.38514
1929,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-182-article_output,0.74834,0.60753,0.67062,0.58667,0.47568,0.52538,0.5302,0.42935,0.47448,0.49324,0.39891,0.44109,0.74172,0.60215,0.66469,0.41758,0.17517,0.24681,0.52733,0.34711,0.41865,0.53028,0.34991,0.42161
1930,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-171-article_output,0.7069,0.51899,0.59854,0.5614,0.41026,0.47408,0.5,0.36364,0.42106,0.45455,0.32895,0.38168,0.7069,0.51899,0.59854,0.57222,0.19549,0.29142,0.41863,0.2246,0.29235,0.42749,0.2314,0.30027
1931,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-luhn-sent-token-188-article_output,0.80165,0.7668,0.78384,0.69295,0.6627,0.67749,0.68333,0.65339,0.66802,0.67782,0.648,0.66257,0.78099,0.74704,0.76364,0.57749,0.26601,0.36424,0.63167,0.57783,0.60355,0.63305,0.5793,0.60498
1932,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-180-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-1-sent-token-204-article_output,0.81395,0.64338,0.71868,0.61682,0.48708,0.54433,0.56808,0.44815,0.50104,0.54245,0.42751,0.47817,0.77209,0.61029,0.68172,0.5107,0.19166,0.27872,0.51919,0.32407,0.39906,0.5219,0.32639,0.40161
1934,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-textrank-sent-token-217-article_output,0.91549,0.71038,0.8,0.82979,0.64286,0.72446,0.77143,0.59669,0.6729,0.72662,0.56111,0.63323,0.90845,0.70492,0.79385,0.69518,0.24604,0.36345,0.80991,0.48688,0.60816,0.81127,0.48922,0.61037
1935,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-1-sent-token-194-article_output,0.64681,0.80423,0.71698,0.54274,0.67553,0.6019,0.5279,0.65775,0.58571,0.51293,0.63978,0.56938,0.6383,0.79365,0.70755,0.46405,0.29617,0.36157,0.38469,0.59535,0.46738,0.38689,0.59753,0.46967
1936,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-174-article_output,0.7623,1.0,0.86512,0.76033,1.0,0.86385,0.75833,1.0,0.86256,0.7563,1.0,0.86124,0.7623,1.0,0.86512,0.63533,0.41892,0.50491,0.5796,1.0,0.73386,0.58251,1.0,0.73618
1937,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-170-article_output,0.67647,0.62162,0.64789,0.56716,0.52055,0.54286,0.51515,0.47222,0.49275,0.46154,0.42254,0.44118,0.66176,0.60811,0.6338,0.54047,0.2755,0.36496,0.44644,0.37653,0.40852,0.4533,0.3832,0.41531
1938,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-128-article_output,0.74342,0.68485,0.71293,0.57426,0.52888,0.55064,0.50331,0.46341,0.48254,0.45183,0.4159,0.43312,0.71382,0.65758,0.68455,0.41374,0.18313,0.25389,0.54284,0.46055,0.49832,0.54414,0.4619,0.49966
1939,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-132-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-199-article_output,0.70909,0.54167,0.61418,0.57798,0.44056,0.5,0.5,0.38028,0.432,0.46729,0.35461,0.40323,0.67273,0.51389,0.58268,0.48155,0.18271,0.26491,0.48924,0.28487,0.36008,0.49312,0.28834,0.3639
1941,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-195-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-224-article_output,0.78125,0.81301,0.79681,0.70866,0.7377,0.72289,0.6746,0.70248,0.68826,0.648,0.675,0.66122,0.77344,0.80488,0.78885,0.61342,0.29242,0.39604,0.60556,0.656,0.62977,0.60836,0.65862,0.63249
1943,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lsa-sent-token-131-article_output,0.68852,0.75336,0.71948,0.54733,0.5991,0.57205,0.47934,0.52489,0.50108,0.42739,0.46818,0.44686,0.66393,0.72646,0.69379,0.41635,0.22677,0.29362,0.40818,0.48887,0.4449,0.41042,0.49117,0.44718
1944,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-130-article_output,0.85455,0.61842,0.71756,0.7963,0.57333,0.66667,0.79245,0.56757,0.66142,0.78846,0.56164,0.656,0.83636,0.60526,0.70229,0.8163,0.28454,0.42199,0.72727,0.37895,0.49827,0.73229,0.3853,0.50493
1945,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-1-sent-token-104-article_output,0.64493,0.68992,0.66667,0.45818,0.49027,0.47368,0.39051,0.41797,0.40377,0.34799,0.37255,0.35985,0.62681,0.67054,0.64794,0.41386,0.20854,0.27733,0.35394,0.40515,0.37782,0.35602,0.40733,0.37995
1946,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-155-article_output,0.65969,0.45818,0.54077,0.31053,0.21533,0.25431,0.20106,0.13919,0.1645,0.14894,0.10294,0.12174,0.6178,0.42909,0.50644,0.33921,0.11559,0.17242,0.42287,0.20366,0.27492,0.42536,0.20551,0.27713
1947,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-194-article_output,0.61421,0.64021,0.62694,0.41327,0.43085,0.42188,0.37949,0.39572,0.38744,0.35567,0.37097,0.36316,0.58376,0.60847,0.59586,0.29065,0.15551,0.20261,0.3501,0.38045,0.36464,0.35273,0.38315,0.36731
1948,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-textrank-sent-token-216-article_output,0.79032,0.79032,0.79032,0.72432,0.72432,0.72432,0.70109,0.70109,0.70109,0.68852,0.68852,0.68852,0.76882,0.76882,0.76882,0.58998,0.27205,0.37239,0.60389,0.60389,0.60389,0.60587,0.60587,0.60587
1949,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-luhn-sent-token-166-article_output,0.41176,0.96552,0.57732,0.38806,0.92857,0.54737,0.36364,0.88889,0.51613,0.33846,0.84615,0.48351,0.41176,0.96552,0.57732,0.36986,0.44225,0.40283,0.16594,0.93103,0.28168,0.17271,0.93318,0.29147
1950,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-1-sent-token-212-article_output,0.41379,0.51724,0.45977,0.25694,0.32174,0.28571,0.22378,0.2807,0.24903,0.20423,0.25664,0.22745,0.37931,0.47414,0.42146,0.30303,0.19157,0.23474,0.15747,0.24648,0.19217,0.1609,0.25099,0.19609
1951,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-110-article_output,0.64602,0.60331,0.62393,0.41333,0.38589,0.39914,0.35268,0.32917,0.34052,0.31839,0.29707,0.30736,0.61947,0.57851,0.59829,0.40329,0.17895,0.2479,0.36952,0.32218,0.34423,0.37193,0.32447,0.34658
1952,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-146-article_output,0.8254,0.59542,0.6918,0.60106,0.43295,0.50334,0.48128,0.34615,0.40268,0.4086,0.29344,0.34157,0.79894,0.57634,0.66963,0.49807,0.17334,0.25718,0.66081,0.34337,0.45192,0.66253,0.34526,0.45395
1953,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-202-article_output,0.8835,0.63194,0.73684,0.81373,0.58042,0.67755,0.78218,0.55634,0.65021,0.77,0.5461,0.639,0.85437,0.61111,0.71255,0.66712,0.23088,0.34304,0.77803,0.39695,0.52569,0.78002,0.40013,0.52893
1954,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-124-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-189-article_output,0.62209,0.48636,0.54591,0.49708,0.38813,0.4359,0.48235,0.37615,0.42268,0.47337,0.36866,0.4145,0.60465,0.47273,0.53061,0.42515,0.16557,0.23833,0.36108,0.22042,0.27374,0.36412,0.22284,0.27648
1956,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-116-article_output,0.75229,0.60073,0.66802,0.54378,0.43382,0.48262,0.43981,0.35055,0.39014,0.37209,0.2963,0.3299,0.71101,0.56777,0.63137,0.43773,0.16602,0.24074,0.53169,0.33872,0.41381,0.53372,0.34064,0.41586
1957,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lsa-sent-token-107-article_output,0.83923,0.70161,0.76427,0.64194,0.53639,0.58444,0.56634,0.47297,0.51546,0.50974,0.42547,0.46381,0.791,0.66129,0.72035,0.517,0.19879,0.28716,0.69298,0.48409,0.57,0.69391,0.48525,0.57112
1958,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-165-article_output,0.90909,0.78431,0.8421,0.90698,0.78,0.83871,0.90476,0.77551,0.83516,0.90244,0.77083,0.83146,0.90909,0.78431,0.8421,0.81997,0.39353,0.53182,0.82452,0.61176,0.70238,0.82912,0.61887,0.70873
1959,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-193-article_output,0.69536,0.50725,0.58659,0.50667,0.36893,0.42697,0.4698,0.34146,0.39548,0.4527,0.32843,0.38068,0.66887,0.48792,0.56424,0.45174,0.17024,0.24729,0.43744,0.23235,0.3035,0.44078,0.23496,0.30653
1960,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-textrank-sent-token-162-article_output,0.60177,0.67327,0.63552,0.55357,0.62,0.5849,0.52252,0.58586,0.55238,0.5,0.56122,0.52884,0.60177,0.67327,0.63552,0.47933,0.30158,0.37023,0.36267,0.45446,0.40341,0.36677,0.45864,0.40759
1961,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-137-article_output,0.75862,0.67841,0.71628,0.57426,0.51327,0.54205,0.49254,0.44,0.46479,0.435,0.38839,0.41038,0.72414,0.64758,0.68372,0.38358,0.15827,0.22408,0.44793,0.35804,0.39797,0.45091,0.36078,0.40084
1962,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-154-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-textrank-sent-token-140-article_output,0.74,0.56061,0.63793,0.53061,0.4,0.45614,0.4375,0.32812,0.375,0.3617,0.26984,0.30909,0.68,0.51515,0.58621,0.52762,0.21438,0.30488,0.51918,0.2965,0.37744,0.52747,0.30407,0.38576
1964,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-1-sent-token-159-article_output,0.76875,0.96094,0.85417,0.74214,0.92913,0.82517,0.71519,0.89683,0.79578,0.6879,0.864,0.76596,0.7625,0.95312,0.84722,0.60626,0.3778,0.46551,0.48035,0.75172,0.58615,0.48381,0.75482,0.58967
1965,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-102-article_output,0.8,0.3662,0.50242,0.5814,0.26502,0.36408,0.5,0.22695,0.31219,0.44094,0.19929,0.27451,0.79231,0.36268,0.49759,0.4457,0.09644,0.15857,0.6427,0.1341,0.2219,0.64506,0.13571,0.22424
1966,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-112-article_output,0.74405,0.65789,0.69832,0.56886,0.50265,0.53371,0.48193,0.42553,0.45198,0.4,0.35294,0.375,0.65476,0.57895,0.61453,0.4399,0.17733,0.25277,0.52531,0.41041,0.46081,0.52793,0.41303,0.46346
1967,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-124-article_output,0.69014,0.49,0.5731,0.52857,0.37374,0.43787,0.4058,0.28571,0.33533,0.32353,0.2268,0.26666,0.66197,0.47,0.54971,0.45507,0.15966,0.23639,0.43219,0.21697,0.2889,0.43914,0.22222,0.29511
1968,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lsa-sent-token-192-article_output,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89249,0.45108,0.59928,1.0,1.0,1.0,1.0,1.0,1.0
1969,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-174-article_output,0.71569,0.78495,0.74872,0.65347,0.71739,0.68394,0.64,0.7033,0.67016,0.63636,0.7,0.66666,0.70588,0.77419,0.73846,0.60078,0.3312,0.427,0.44419,0.53483,0.48531,0.44935,0.54005,0.49054
1970,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-152-article_output,0.4717,0.52083,0.49505,0.20833,0.23013,0.21869,0.14068,0.15546,0.1477,0.10305,0.11392,0.10821,0.43396,0.47917,0.45545,0.25285,0.13227,0.17368,0.20906,0.25499,0.22975,0.21101,0.25717,0.23181
1971,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-textrank-sent-token-114-article_output,0.85926,0.63388,0.72956,0.70149,0.51648,0.59493,0.58647,0.43094,0.49682,0.50758,0.37222,0.42949,0.84444,0.62295,0.71698,0.55928,0.21339,0.30892,0.67927,0.36894,0.47817,0.68188,0.37178,0.4812
1972,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lsa-sent-token-105-article_output,0.49377,0.68041,0.57226,0.2675,0.36897,0.31015,0.18797,0.25952,0.21802,0.1407,0.19444,0.16326,0.44389,0.61168,0.51445,0.25841,0.1757,0.20918,0.23258,0.44207,0.3048,0.23386,0.44366,0.30628
1973,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-208-article_output,0.54196,0.62249,0.57944,0.30526,0.35081,0.32645,0.21479,0.24696,0.22975,0.16608,0.19106,0.1777,0.52098,0.59839,0.55701,0.33662,0.19052,0.24332,0.27444,0.36226,0.31229,0.27632,0.36435,0.31429
1974,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-textrank-sent-token-202-article_output,0.53153,0.40972,0.46274,0.31818,0.24476,0.27668,0.26606,0.20423,0.23108,0.24074,0.1844,0.20884,0.5045,0.38889,0.43921,0.36568,0.13638,0.19867,0.26061,0.15453,0.19402,0.26549,0.15806,0.19815
1975,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-138-article_output,0.78736,0.51504,0.62273,0.63006,0.41132,0.49772,0.55233,0.35985,0.43578,0.50292,0.327,0.39631,0.77011,0.50376,0.60909,0.48982,0.15739,0.23823,0.62534,0.26704,0.37426,0.62717,0.26888,0.37639
1976,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-148-article_output,0.74713,0.58559,0.65657,0.54231,0.4247,0.47635,0.4556,0.3565,0.4,0.40698,0.31818,0.35714,0.69732,0.54655,0.6128,0.45758,0.16868,0.24649,0.54895,0.33695,0.41758,0.55045,0.33843,0.41915
1977,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lsa-sent-token-109-article_output,0.81275,0.77567,0.79378,0.652,0.62214,0.63672,0.57831,0.55172,0.5647,0.52016,0.49615,0.50787,0.77689,0.74144,0.75875,0.51407,0.23649,0.32395,0.635,0.57827,0.60531,0.6364,0.57975,0.60676
1978,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-nltk-2-sent-token-99-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lsa-sent-token-130-article_output,0.64516,0.52632,0.57971,0.45902,0.37333,0.41176,0.4,0.32432,0.35821,0.37288,0.30137,0.33333,0.56452,0.46053,0.50725,0.47975,0.18851,0.27067,0.40349,0.26772,0.32187,0.41086,0.27419,0.32889
1980,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-95-article_output,0.68401,0.64789,0.66546,0.45522,0.4311,0.44283,0.36704,0.34752,0.35701,0.32707,0.30961,0.3181,0.66914,0.6338,0.65099,0.40154,0.18421,0.25256,0.45361,0.40688,0.42898,0.45531,0.40856,0.43067
1981,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-164-article_output,0.66225,0.71429,0.68729,0.57333,0.61871,0.59516,0.54362,0.58696,0.56446,0.53378,0.57664,0.55438,0.66225,0.71429,0.68729,0.50683,0.28011,0.36081,0.43523,0.50658,0.4682,0.43826,0.50958,0.47124
1982,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-sumbasic-sent-token-110-article_output,0.67273,0.61157,0.64069,0.39726,0.361,0.37826,0.30734,0.27917,0.29258,0.25806,0.23431,0.24561,0.61818,0.56198,0.58874,0.38282,0.16536,0.23096,0.35039,0.28946,0.31702,0.35328,0.29209,0.31978
1983,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-luhn-sent-token-126-article_output,0.73962,0.68056,0.70886,0.51515,0.47387,0.49365,0.41825,0.38462,0.40073,0.3626,0.33333,0.34735,0.69434,0.63889,0.66546,0.41487,0.18571,0.25657,0.53762,0.45504,0.4929,0.53916,0.45661,0.49446
1984,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lexrank-sent-token-195-article_output,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80405,0.43165,0.56174,1.0,1.0,1.0,1.0,1.0,1.0
1985,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lsa-sent-token-180-article_output,0.98387,0.67778,0.80263,0.95082,0.65169,0.77334,0.91667,0.625,0.74324,0.88136,0.5977,0.71233,0.98387,0.67778,0.80263,0.77135,0.26883,0.3987,0.96774,0.45693,0.62076,0.96824,0.46165,0.62521
1986,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-lsa-sent-token-126-article_output,0.71747,0.67014,0.693,0.54851,0.5122,0.52973,0.44944,0.41958,0.434,0.38722,0.3614,0.37386,0.68401,0.63889,0.66068,0.41685,0.18941,0.26047,0.5195,0.45311,0.48404,0.52096,0.4546,0.48552
1987,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-kldiv-sent-token-200-article_output,0.5531,0.61881,0.58411,0.36889,0.41294,0.38967,0.29911,0.335,0.31604,0.26906,0.30151,0.28436,0.49115,0.5495,0.51869,0.33058,0.18328,0.23582,0.28401,0.3557,0.31584,0.28635,0.35826,0.31829
1988,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-gen-s-sent-token-213-article_output,0.72794,0.76744,0.74717,0.62731,0.66148,0.64394,0.58519,0.61719,0.60076,0.55762,0.58824,0.57252,0.71691,0.75581,0.73585,0.52064,0.25594,0.34318,0.52233,0.58067,0.54996,0.52385,0.58213,0.55145
1989,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp2-political-scores/exp2-luhn-sent-token-221-article_output,0.92025,0.56604,0.70094,0.85185,0.52273,0.64789,0.81366,0.4981,0.61792,0.775,0.47328,0.58768,0.90798,0.55849,0.69159,0.64012,0.17583,0.27588,0.85268,0.32184,0.4673,0.8535,0.32366,0.46934
